vote_average,title
7.8,Cries and Whispers
5.5,The Entertainer
6.6,The Garden of the Finzi-Continis
4.1,Howling III: The Marsupials
7.1,Kiss Me Deadly
7.6,The Lion in Winter
6.8,The Misfits
6.9,Moby Dick
5.7,Popcorn
6.5,Rembrandt
7.5,Sweet Smell of Success
6.9,Written on the Wind
6.0,The 10th Victim
6.2,Colonel Redl
6.5,Obsession
7.5,Suspiria
7.4,Fist of Fury
7.3,Christiane F.
7.3,The Big Boss
6.3,Game of Death
6.4,The Last Dragon
6.2,Outland
7.4,The Way of the Dragon
4.5,T-Rex: Back to the Cretaceous
5.9,Final Fantasy: The Spirits Within
6.2,Legally Blonde
6.7,The Score
7.5,Adanggaman
6.7,Bully
6.9,Jump Tomorrow
6.3,Made
7.5,Michael Jordan to the Max
7.9,More
6.0,Thrill Ride: The Science of Fun
5.0,Haunted Castle
5.9,Africa: The Serengeti
5.3,Alaska: Spirit of the Wild
8.0,Encounter in the Third Dimension
0.0,Siegfried & Roy: The Magic Box
5.7,18 Again!
5.5,1969
5.9,The Accidental Tourist
6.8,The Accused
5.9,Above the Law
6.9,The Adventures of Baron Munchausen
6.9,Apartment Zero
6.2,Appointment with Death
7.1,Ariel
4.5,Arthur 2: On the Rocks
5.3,Bad Dreams
5.9,Bat*21
6.5,Beaches
6.7,The Beast of War
5.8,Big Business
5.1,Big Top Pee-wee
6.4,Biloxi Blues
6.6,Bird
6.3,The Blob
5.3,The Boost
4.7,"Bright Lights, Big City"
3.9,Caddyshack II
7.0,Camille Claudel 1915
7.0,Camille Claudel 1915
4.3,Casual Sex?
6.3,Clean and Sober
5.7,Cocktail
6.6,Colors
6.5,Coming to America
5.3,The Couch Trip
5.5,Criminal Law
5.9,Critters
5.0,Critters 2
4.5,Critters 3
5.8,Crossing Delancey
5.9,D.O.A.
5.8,Dead Heat
6.3,The Dead Pool
7.0,Dirty Rotten Scoundrels
7.0,Drowning by Numbers
6.1,"Elvira, Mistress of the Dark"
4.9,Ernest Saves Christmas
4.6,Everybody's All-American
5.7,Feds
6.1,For Keeps
6.6,Frantic
4.6,Fresh Horses
6.7,Gorillas in the Mist
6.4,The Great Outdoors
5.7,Heartbreak Hotel
5.6,High Spirits
5.1,Hot to Trot
5.4,The House on Carroll Street
3.3,Howling IV: The Original Nightmare
7.3,Imagine: John Lennon
4.3,Johnny Be Good
6.3,Lady in White
5.8,The Lair of the White Worm
7.0,The Land Before Time
6.1,License to Drive
5.9,Little Nikita
5.2,Masquerade
6.7,The Milagro Beanfield War
6.0,Moon Over Parador
5.6,Moving
5.3,My Stepmother is an Alien
4.9,A Night in the Life of Jimmy Reardon
5.6,Off Limits
7.0,Bagdad Cafe
5.7,Permanent Record
5.8,Red Heat
5.8,Return of the Living Dead Part II
7.3,The Return of the Living Dead
6.0,Return to Snowy River
6.9,The Man from Snowy River
6.2,Rocket Gibraltar
7.4,Running on Empty
5.7,Salome's Last Dance
4.8,Salsa
4.5,Satisfaction
6.2,The Serpent and the Rainbow
6.2,Shakedown
6.7,Shoot to Kill
5.5,Short Circuit 2
6.4,Short Circuit
7.4,The Vanishing
5.9,Stormy Monday
5.6,Sunset
5.5,Sweet Hearts Dance
5.7,Switching Channels
5.8,The Telephone
6.7,Tetsuo: The Iron Man
7.1,They Live
6.7,To Kill a Priest
7.0,Torch Song Trilogy
6.2,Track 29
6.5,Tucker: The Man and His Dream
5.7,Twins
5.6,Vice Versa
5.1,Watchers
5.7,Waxwork
6.3,Without a Clue
4.5,Young Einstein
6.0,Always
5.5,American Ninja
4.9,American Ninja 2: The Confrontation
4.1,American Ninja 3: Blood Hunt
6.1,Best of the Best 2
5.9,The Big Picture
6.7,Bill & Ted's Excellent Adventure
6.2,Black Rain
5.9,Blaze
6.2,Blind Fury
5.3,Breaking In
3.5,C.H.U.D. II: Bud the Chud
6.8,Casualties of War
6.5,Chances Are
5.0,Cookie
4.9,Cyborg
5.6,Dad
5.4,Dead Bang
4.7,Disorganized Crime
5.8,Dream a Little Dream
6.0,The Dream Team
6.5,A Dry White Season
5.5,Earth Girls Are Easy
6.4,Eddie and the Cruisers II: Eddie Lives!
6.6,Eddie and the Cruisers
5.7,Enemies: A Love Story
6.0,Erik the Viking
4.3,The Experts
5.4,Family Business
5.9,Farewell to the King
6.5,Fat Man and Little Boy
4.7,The Girl in a Swing
5.4,Gleaming the Cube
2.5,Going Overboard
6.0,Great Balls of Fire!
5.9,Gross Anatomy
5.2,Happy Together
5.7,Harlem Nights
5.0,Her Alibi
5.6,Homer and Eddie
6.4,How to Get Ahead in Advertising
5.8,Immediate Family
5.3,In Country
6.4,An Innocent Man
6.1,Jacknife
5.1,The January Man
6.1,Johnny Handsome
6.8,Jesus of Montreal
5.5,K-9
6.3,Kickboxer
6.1,Last Exit to Brooklyn
6.7,Lean On Me
7.1,Let It Ride
6.0,Leviathan
5.6,Little Monsters
6.2,Lock Up
5.8,Look Who's Talking
5.5,Loverboy
6.7,Major League
6.4,Meet the Feebles
5.0,Millennium
7.2,Miracle Mile
5.0,Miss Firecracker
6.2,New York Stories
5.0,Next of Kin
5.6,No Holds Barred
5.7,Old Gringo
5.6,The Package
6.1,Parents
5.9,Penn & Teller Get Killed
5.3,Pink Cadillac
5.5,The Punisher
4.9,Red Scorpion
5.7,Jurassic Park III
5.5,America's Sweethearts
6.8,Brother
7.1,Ghost World
7.4,Hedwig and the Angry Inch
5.6,Planet of the Apes
7.0,Bread and Tulips
7.4,Cure
6.6,Greenfingers
4.8,The Monkey's Mask
6.4,Wet Hot American Summer
6.0,Relentless
5.2,Renegades
4.6,The Return of Swamp Thing
6.2,The Return of the Musketeers
6.3,Road House
6.7,Romero
6.5,Rosalie Goes Shopping
4.1,Rude Awakening
7.1,Santa Sangre
5.8,Scandal
4.7,Scenes from the Class Struggle in Beverly Hills
6.7,Sea of Love
6.4,"See No Evil, Hear No Evil"
4.7,She's Out of Control
6.5,Shirley Valentine
5.5,Shocker
5.8,Skin Deep
4.8,Slaves of New York
4.9,Some Girls
5.8,Stepfather II: Make Room For Daddy
6.6,The Stepfather
4.9,Sweetie
5.7,The Tall Guy
6.1,Tango & Cash
6.0,Tap
6.0,Three Fugitives
5.6,Troop Beverly Hills
5.9,Turner & Hooch
6.7,UHF
6.6,Uncle Buck
6.0,Vampire's Kiss
6.7,The War of the Roses
5.8,Warlock
6.1,The Wizard
6.0,Worth Winning
5.2,Warlock: The Armageddon
4.9,Weekend at Bernie's II
6.7,Billy Liar
7.5,Black Robe
6.9,The Cat o' Nine Tails
6.5,The Cotton Club
2.8,Def-Con 4
5.8,The Hotel New Hampshire
4.7,Idiot Box
6.9,Left Luggage
6.8,Who'll Stop the Rain
5.4,"Zorro, The Gay Blade"
6.2,Basket Case
6.8,Orphans
5.8,Original Sin
6.5,The Princess Diaries
6.4,Rush Hour 2
6.0,Thomas in Love
6.5,Chocolat
6.2,Hatari!
6.9,La Cage aux folles
5.7,La Cage aux folles II
6.2,Liebestraum
5.9,Marat/Sade
6.3,Paint Your Wagon
7.3,The Shootist
5.2,Theremin: An Electronic Odyssey
7.3,The Wild Child
6.7,Altered States
6.1,Any Which Way You Can
5.8,The Awakening
6.6,Bad Timing
5.9,The Big Brawl
6.0,American Pie 2
6.0,Osmosis Jones
7.4,The Others
5.7,American Outlaws
5.6,All Over the Guy
6.0,The Deep End
7.4,On the Edge
6.2,Session 9
5.6,Captain Corelli's Mandolin
6.0,Rat Race
7.0,Aberdeen
5.1,Bubble Boy
6.5,The Curse of the Jade Scorpion
6.4,Jay and Silent Bob Strike Back
4.8,Ghosts of Mars
4.8,Summer Catch
6.0,An American Rhapsody
7.1,Happy Accidents
5.6,Maybe Baby
6.8,Together
5.0,Punks
5.8,Tortilla Soup
6.1,Jeepers Creepers
5.8,O
5.0,Waking Up in Reno
5.2,Speedway Junky
5.5,3 Ninjas
4.6,3 Ninjas Kick Back
4.2,3 Ninjas Knuckle Up
6.2,The Hunter
6.1,Maniac
5.9,Vamp
7.1,The Wicker Man
6.2,Wish Upon a Star
5.2,The Musketeer
6.0,Rock Star
4.4,Soul Survivors
6.6,Two Can Play That Game
6.7,Diamond Men
4.3,Djomeh
5.2,The Iron Ladies
6.0,Kill Me Later
6.7,L.I.E.
6.5,Our Lady of the Assassins
6.4,Abbott and Costello Meet the Mummy
7.6,"Dr. Mabuse, the Gambler"
7.8,Into the Arms of Strangers: Stories of the Kindertransport
5.4,The Glass House
6.3,Hardball
7.1,Dinner Rush
7.0,Haiku Tunnel
6.3,Big Trouble
3.4,Glitter
7.3,Training Day
6.5,The American Astronaut
7.2,Children Underground
8.0,Go Tigers!
6.3,Liam
3.6,Megiddo: The Omega Code 2
5.6,Sidewalks of New York
6.2,The Endurance: Shackleton's Legendary Antarctic Expedition
6.7,The French Lieutenant's Woman
7.5,The Great Silence
6.5,The Legend of Hell House
6.0,Little Man Tate
7.9,Moscow Does Not Believe in Tears
7.5,Phantom of the Paradise
5.3,The Return of a Man Called Horse
5.5,Valdez Is Coming
5.6,13 Ghosts
7.7,Montenegro
6.6,Opera
6.5,Father Goose
5.5,The Grass Is Greener
5.4,A Hole in the Head
6.3,Indiscreet
7.0,"It's a Mad, Mad, Mad, Mad World"
4.8,King Solomon's Mines
7.7,The Little Foxes
6.9,Operation Petticoat
6.5,Play Misty for Me
7.3,Pocketful of Miracles
5.4,Sayonara
7.4,The Shop on Main Street
5.1,Spring Break
5.9,The Vanishing
6.9,Silkwood
7.9,I Never Promised You a Rose Garden
7.2,Quadrophenia
5.8,SpaceCamp
6.2,When Worlds Collide
6.0,Don't Say a Word
6.5,Hearts in Atlantis
6.1,Zoolander
5.9,Born Romantic
5.9,Extreme Days
6.9,Va Savoir (Who Knows?)
8.0,Won't Anybody Listen
6.3,Joy Ride
5.4,Max Keeble's Big Move
6.6,Serendipity
6.0,Grateful Dawg
7.1,La Cienaga
6.8,The Big Red One
5.0,The Boogey Man
6.4,The Party
6.6,Lady in a Cage
7.1,Brubaker
4.9,Can't Stop the Music
6.4,Carny
7.0,The Changeling
6.5,Cheech & Chong's Next Movie
7.2,Coal Miner's Daughter
6.0,The Competition
6.0,Cruising
2.4,D.O.A.
5.5,Death Ship
7.2,The Last Metro
8.0,Divine Madness
4.9,The Dogs of War
6.5,The Learning Curve
6.2,Bandits
4.1,Corky Romano
7.6,Iron Monkey
6.2,Fat Girl
7.7,Mulholland Drive
6.4,My First Mister
6.0,Spriggan
5.9,Things Behind the Sun
4.3,Bones
5.1,Brannigan
5.6,Clambake
7.4,Dirty Harry
7.0,Destiny in Space
7.4,Fiddler on the Roof
0.0,Hail Columbia!
3.3,Kansas
5.8,Making the Grade
3.0,Mission to Mir
6.2,Not Without My Daughter
6.9,Female Trouble
6.0,Titanica
6.6,From Hell
7.0,The Last Castle
6.5,Riding in Cars with Boys
6.1,Bangkok Dangerous
6.4,Burnt Money
5.3,Dancing at the Blue Iguana
6.6,Focus
6.1,Intimacy
7.6,Waking Life
7.1,K-PAX
4.1,On the Line
5.4,Thir13en Ghosts
5.5,Better Than Sex
7.7,Donnie Darko
6.4,High Heels and Low Lifes
7.2,Life as a House
7.4,The Man Who Wasn't There
7.0,Ouch
6.8,The Town Is Quiet
5.4,Domestic Disturbance
7.5,"Monsters, Inc."
5.7,The One
6.9,Tape
6.3,Heist
5.7,Shallow Hal
5.0,King of the Jungle
7.0,Maze
6.3,When a Stranger Calls
4.9,Timerider: The Adventure of Lyle Swann
5.3,The Wash
7.5,Harry Potter and the Philosopher's Stone
5.4,The Fluffer
6.0,Novocaine
5.1,Black Knight
5.8,Out Cold
6.8,Spy Game
7.2,The Devil's Backbone
6.4,In the Bedroom
4.1,Hell Up In Harlem
6.0,Bucktown
6.9,Across 110th Street
7.3,Le Petit Soldat
5.0,The Incredible Shrinking Woman
6.6,Katie Tippel
5.8,Jabberwocky
6.9,Funny Girl
5.5,Circus of Horrors
7.7,Breathless
6.0,The Beastmaster
6.3,Midway
6.4,MacArthur
6.4,The Young Lions
6.3,Subway
7.1,"Now, Voyager"
6.0,Little Women
5.6,Halls of Montezuma
6.0,Guadalcanal Diary
5.5,Anzio
6.6,The Cheap Detective
6.4,Everybody's Famous!
6.8,The Last Wave
7.5,That Obscure Object of Desire
5.7,The Toy
6.1,Funeral in Berlin
6.0,Don't Go in the House
6.8,Dressed to Kill
7.3,The Earthling
6.1,The Exterminator
8.0,The Falls
6.0,Fame
4.6,Fatso
7.2,The Aviator's Wife
6.1,The Final Countdown
5.3,The First Deadly Sin
6.1,Flash Gordon
5.7,The Angry Red Planet
5.4,At the Earth's Core
4.6,Empire of the Ants
6.7,The Enforcer
5.5,An Eye for an Eye
6.6,The Gauntlet
5.9,I Bury the Living
5.3,Invasion U.S.A.
5.5,Lone Wolf McQuade
6.5,Lord of the Flies
4.8,Morons from Outer Space
5.4,The People That Time Forgot
6.6,Ocean's Eleven
5.0,The Sicilian
7.0,The Stunt Man
6.5,Sudden Impact
6.0,Behind Enemy Lines
6.0,The Affair of the Necklace
5.8,The Independent
6.0,Porn Star: The Legend of Ron Jeremy
5.4,Texas Rangers
7.2,Ocean's Eleven
7.6,Baran
5.7,The Business of Strangers
7.3,The Incredible Shrinking Man
7.4,No Man's Land
7.0,Piñero
6.7,And Then There Were None
7.4,The Blue Angel
6.3,Moscow on the Hudson
6.6,The Owl and the Pussycat
7.8,Amélie
5.5,Not Another Teen Movie
6.5,Vanilla Sky
6.2,Iris
6.0,Kandahar
6.4,Lantana
7.4,The Royal Tenenbaums
5.9,Bill & Ted's Bogus Journey
6.3,Clockwise
4.7,The Crawling Eye
5.2,The Holcroft Covenant
5.7,Morgan: A Suitable Case for Treatment
5.0,Sheena
5.0,Silent Rage
5.1,Spacehunter: Adventures in the Forbidden Zone
6.1,White Water Summer
6.4,How High
5.6,Jimmy Neutron: Boy Genius
5.5,Joe Somebody
6.0,Kate & Leopold
8.0,The Lord of the Rings: The Fellowship of the Ring
6.6,The Majestic
7.7,A Beautiful Mind
7.2,Little Otik
5.4,The Convent
6.9,The Defiant Ones
6.9,Dodsworth
7.0,Medium Cool
7.3,Sahara
6.2,Fritz the Cat
4.4,The Nine Lives of Fritz the Cat
7.3,The Party
6.3,Separate Tables
5.8,Sex and Zen
6.1,Topkapi
8.1,Witness for the Prosecution
6.7,Ali
7.2,Black Hawk Down
6.1,Charlotte Gray
6.2,Yentl
6.8,Gosford Park
7.2,I Am Sam
6.6,Monster's Ball
6.4,The Shipping News
7.9,The Big Heat
6.2,Motorama
5.9,Queen Bee
5.0,Silent Trigger
7.4,Murder by Death
7.3,The Servant
6.8,The Waterdance
6.1,Come Undone
6.0,Orange County
6.6,Brotherhood of the Wolf
5.8,Another 48 Hrs.
7.5,What Time Is It There?
5.4,China Moon
5.5,The Umbrella Woman
5.3,Maria's Lovers
5.0,Romantic Comedy
6.3,The Russia House
6.6,Truly Madly Deeply
7.0,Wuthering Heights
6.0,California Suite
6.7,The Long Gray Line
7.0,The Flight of Dragons
6.5,Dragonslayer
5.8,Conan the Destroyer
6.2,Fire and Ice
7.3,Forbidden Zone
6.0,The Formula
5.7,Foxes
3.3,Galaxina
6.1,Impostor
6.0,Kung Pow: Enter the Fist
5.3,Snow Dogs
6.5,48 Hrs.
5.0,The Farewell
6.5,Italian for Beginners
7.5,Time of Favor
4.9,Blankman
6.3,Brainstorm
6.8,Dragon: The Bruce Lee Story
7.5,The Enigma of Kaspar Hauser
4.6,4 for Texas
6.5,Heart of Glass
7.8,Little Dieter Needs to Fly
6.9,M*A*S*H
6.3,Mrs. Soffel
7.1,Seconds
6.2,One-Eyed Jacks
7.3,The Count of Monte Cristo
6.1,The Mothman Prophecies
7.5,A Walk to Remember
5.3,American Adobo
6.7,Beijing Bicycle
3.4,Hey Happy
6.3,Maelström
6.8,Metropolis
6.3,The Son's Room
6.4,Storytelling
6.0,Waydowntown
6.2,The Adventures of Huck Finn
5.1,Cousins
6.4,Falling in Love
5.9,Young at Heart
5.4,Slackers
6.1,Birthday Girl
6.5,A Rumor of Angels
5.4,Rare Birds
5.1,Caged Heat
6.8,Carmen Jones
7.9,The Five Heartbeats
6.9,Get Out Your Handkerchiefs
7.1,Going Places
0.0,Honky Tonk Freeway
6.9,The Hunchback of Notre Dame
7.2,The Magnificent One
5.6,Big Fat Liar
5.5,Collateral Damage
3.4,Rollerball
5.9,"Scotland, Pa."
5.8,Baby's Day Out
6.3,Bright Eyes
6.4,Dimples
7.2,Heidi
4.4,The Man Who Loved Women
7.2,Richard Pryor: Here and Now
5.8,Rookie of the Year
7.1,The Sandlot
5.2,Cows
7.1,Don't Look Now
4.7,Crossroads
5.9,Hart's War
7.0,John Q
6.1,Return to Never Land
6.6,Super Troopers
6.2,The Good Son
6.0,Last Orders
5.8,After the Fox
7.4,The Bad and the Beautiful
5.9,Cast a Giant Shadow
5.1,Designing Woman
5.1,Funny Lady
6.8,The Heartbreak Kid
6.9,Saturday Night and Sunday Morning
7.5,Sleuth
7.0,Stroszek
6.5,Summer of '42
6.0,A Touch of Class
6.3,Town Without Pity
6.3,Used Cars
5.3,The Deadly Mantis
6.2,Dragonfly
5.5,Queen of the Damned
6.5,Big Bad Love
5.5,Green Dragon
6.5,How to Kill Your Neighbor's Dog
4.5,The Last Man
8.0,Maryam
6.1,Mean Machine
6.8,Monsoon Wedding
5.0,Wendigo
7.8,Scratch
4.4,State Property
7.0,The Bad News Bears
5.5,The Bad News Bears Go to Japan
6.0,The Bad News Bears in Breaking Training
7.1,The Firemen's Ball
6.1,The Lone Ranger
6.3,The Lone Ranger and the Lost City of Gold
6.8,Loves of a Blonde
7.0,Vampire Hunter D: Bloodlust
7.9,Wild Strawberries
0.0,Black Like Me
4.3,Cattle Queen of Montana
7.6,Under the Skin
5.2,40 Days and 40 Nights
6.7,We Were Soldiers
5.9,Trouble Every Day
6.0,The Arena
5.9,The Big Bird Cage
6.0,The Big Doll House
5.8,The Church
6.5,Cross Creek
6.1,FernGully: The Last Rainforest
5.4,Hell of the Living Dead
5.1,Intersection
6.8,"Jo Jo Dancer, Your Life Is Calling"
6.3,StageFright: Aquarius
4.4,A Troll in Central Park
6.4,Zombie Flesh Eaters
6.8,The Amazing Quest of Ernest Bliss
6.6,My Favorite Brunette
6.3,Royal Wedding
7.7,Scarlet Street
5.9,All About the Benjamins
5.8,The Time Machine
4.8,Full Frontal
6.7,Divorcing Jack
7.0,The Field
6.6,Hidden Agenda
7.5,The Magnificent Ambersons
5.7,Fun
7.2,Gloria
6.7,The Great Rock 'n' Roll Swindle
5.1,Hangar 18
4.5,Hawk the Slayer
5.3,He Knows You're Alone
6.5,Heaven's Gate
6.4,Hero at Large
6.2,Honeysuckle Rose
6.7,Hopscotch
5.8,How to Beat the High Co$t of Living
5.9,Humanoids from the Deep
6.2,Inside Moves
5.2,The Island
5.9,The Jazz Singer
8.0,Who's Singin' Over There?
3.2,Zombie Lake
7.5,Lion of the Desert
6.6,Little Darlings
7.1,The Long Good Friday
6.6,The Long Riders
6.4,The Man Who Saw Tomorrow
4.9,Eaten Alive!
7.4,Mon Oncle d'Amérique
5.5,The Monster Club
6.0,Death Watch
6.1,Motel Hell
5.4,Mother's Day
5.6,The Mountain Men
7.1,The Ninth Configuration
5.3,Burial Ground
5.1,The Nude Bomb
4.4,The Octagon
4.9,"Oh, God! Book II"
6.3,"Oh, God!"
5.6,Oh Heavenly Dog
6.7,"Pepi, Luci, Bom"
6.5,Super Fuzz
7.1,Ice Age
6.4,Resident Evil
5.3,Showtime
6.6,Harrison's Flowers
5.9,Kissing Jessica Stein
7.3,Pauline & Paulette
7.6,Promises
7.3,Y Tu Mamá También
5.5,All the Right Moves
6.8,Barabbas
7.1,The Ghost Breakers
4.7,I Think I Do
6.0,The Paleface
7.4,Road to Morocco
6.7,Road to Singapore
6.5,Road to Utopia
5.8,Road to Zanzibar
5.8,Split Second
7.4,A Tale of Springtime
6.5,Taps
5.4,Return of the Secaucus Seven
4.9,Rude Boy
5.0,Running Scared
6.3,Seems Like Old Times
7.2,Serial
7.0,The Young Master
6.9,Shogun Assassin
6.7,Simon
5.1,Smokey and the Bandit II
6.8,Smokey and the Bandit
4.4,Smokey and the Bandit Part 3
6.0,Spetters
6.7,Stir Crazy
6.2,Sällskapsresan - eller finns det svenskt kaffe på grisfesten?
6.9,Teheran '43
6.2,Tender Cousins
6.3,Blade II
4.6,Sorority Boys
6.4,Stolen Summer
6.5,In The Winter Dark
6.4,George Washington
5.4,Homicidal
6.5,The Light at the Edge of the World
5.4,Mr. Sardonicus
6.3,Strait-Jacket
4.9,Clockstoppers
4.9,Clockstoppers
5.9,Death to Smoochy
6.6,Panic Room
6.5,The Rookie
5.7,No Such Thing
7.2,The Piano Teacher
6.0,30 YEARS TO LIFE
5.5,Time Out
6.5,Very Annie Mary
4.0,Bar Girls
6.0,Boxcar Bertha
5.9,Crimes of Passion
5.5,The Evil That Men Do
5.1,Fraternity Vacation
6.4,Impromptu
5.7,Salmonberries
6.0,The Wrong Guys
6.1,High Crimes
5.9,National Lampoon’s Van Wilder
5.4,Crush
6.5,Lucky Break
4.8,Les Destinées sentimentales
6.5,"After Dark, My Sweet"
7.3,The Atomic Cafe
6.3,Body and Soul
6.2,First Men in the Moon
8.0,Rashomon
7.1,Slap Shot
5.9,Changing Lanes
7.0,Frailty
5.0,New Best Friend
5.3,The Sweetest Thing
6.0,The Cat's Meow
6.1,Human Nature
6.2,My Big Fat Greek Wedding
7.1,3:10 to Yuma
6.0,Bite the Bullet
6.4,Breakout
5.5,Joe Versus the Volcano
7.9,"Rome, Open City"
5.1,Return of the Killer Tomatoes!
4.9,Return to Horror High
6.0,Taking Care of Business
5.8,Three Men and a Baby
5.2,Three Men and a Little Lady
4.9,Transylvania 6-5000
6.4,The Watcher in the Woods
6.0,Murder by Numbers
5.3,The Scorpion King
6.4,Behind the Sun
4.0,Chelsea Walls
6.0,Enigma
4.5,Girls Can't Swim
7.8,Joshua
7.4,Nine Queens
5.3,Spooky House
5.0,The Triumph of Love
5.0,World Traveler
4.5,Jason X
5.7,Life or Something Like It
7.2,Dogtown and Z-Boys
3.3,"Frank McKlusky, C.I."
6.7,In Praise of Love
5.8,Rain
7.0,Salton Sea
8.0,Some Body
5.3,Vulgar
5.7,The Aviator
7.5,Bob le Flambeur
5.3,Cadillac Man
5.8,The Coca-Cola Kid
5.2,Cuba
5.5,Delirious
6.0,Full Moon in Blue Water
6.7,Husbands and Wives
5.4,Joe
7.2,Lenny
5.3,Nomads
5.5,The Temp
5.5,Thief of Hearts
7.3,Triumph of the Spirit
4.6,Wild Orchid
5.5,Deuces Wild
6.4,Hollywood Ending
6.8,Spider-Man
4.0,The Mystic Masseur
6.2,Warm Water Under a Red Bridge
6.0,The Big Sleep
7.3,Butterflies Are Free
7.0,Cactus Flower
6.3,The Cassandra Crossing
3.9,The Giant Spider Invasion
6.2,Iron Will
6.5,Mountains of the Moon
6.4,Rambling Rose
5.7,The Survivors
6.5,White Fang
5.1,White Fang 2: Myth of the White Wolf
5.7,The New Guy
6.3,Unfaithful
6.0,The Lady and the Duke
5.6,Whore
6.6,My Beautiful Laundrette
8.1,Ballad of a Soldier
6.4,Big Bad Mama
5.7,Big Bad Mama II
6.3,Beyond the Darkness
6.8,Calamity Jane
7.9,The Cranes Are Flying
4.0,Devil Doll
6.1,The Harvey Girls
6.3,The Lady in Red
6.6,About a Boy
6.4,Star Wars: Episode II - Attack of the Clones
6.8,The Believer
6.8,The Importance of Being Earnest
6.3,The Charge of the Light Brigade
6.2,Every Which Way But Loose
6.7,The Hound of the Baskervilles
7.2,I Want to Live!
7.9,The Last Waltz
4.4,The Pride and the Passion
6.2,Enough
6.8,Insomnia
7.4,Spirit: Stallion of the Cimarron
6.0,CQ
6.4,Thirteen Conversations About One Thing
5.9,Bus Stop
6.2,Cowboy
6.3,Don't Bother to Knock
7.0,The Gambler
6.0,Let's Make Love
6.8,Monkey Business
6.7,Requiem for a Heavyweight
6.3,River of No Return
5.9,The Sum of All Fears
5.5,Undercover Brother
5.0,The Diaries of Vaslav Nijinsky
0.0,The Sleepy Time Gal
6.8,84 Charing Cross Road
4.1,Dakota
6.4,The Desert Rats
5.8,Season's Beatings
6.1,Nora
6.2,Rapid Fire
6.2,Silent Running
6.4,Summer Holiday
5.7,The Villain
5.6,Zombie Holocaust
5.4,Bad Company
5.6,Divine Secrets of the Ya-Ya Sisterhood
6.6,Cherish
6.3,Atanarjuat: The Fast Runner
7.3,The Bourne Identity
5.4,Scooby-Doo
5.8,Windtalkers
6.4,The Dangerous Lives of Altar Boys
6.9,The Emperor's New Clothes
6.5,Gangster No. 1
4.8,Harvard Man
6.7,Dark Blue World
6.3,Bad Company
6.2,Caveman
5.0,Cheech & Chong's The Corsican Brothers
6.0,5 Card Stud
5.3,For a Lost Soldier
5.5,Goin' South
5.3,Hero and the Terror
6.1,Silver Bullet
6.8,"Sorry, Wrong Number"
7.2,Hombre
7.3,The Horse's Mouth
6.1,The Manhattan Project
5.5,Men at Work
6.3,S.O.B.
7.1,She Wore a Yellow Ribbon
7.3,Traces of Red
4.6,V.I. Warshawski
4.2,Juwanna Mann
7.1,Lilo & Stitch
7.1,Minority Report
6.9,Rabbit-Proof Fence
6.0,Sunshine State
5.6,Hey Arnold! The Movie
5.6,Mr. Deeds
6.3,Lovely & Amazing
5.9,Pumpkin
4.7,Look Who's Talking Now!
6.1,Lost in Yonkers
5.6,Mo' Money
5.7,The Object of Beauty
4.8,Wagons East!
5.4,Zebrahead
5.7,Like Mike
6.1,Men in Black II
5.6,The Powerpuff Girls Movie
7.1,Me Without You
5.4,The Crocodile Hunter: Collision Course
6.0,Reign of Fire
7.3,Road to Perdition
6.6,All About Lily Chou-Chou
6.3,My Wife Is an Actress
4.0,Never Again
6.1,20 Million Miles to Earth
6.1,Grand Theft Auto
7.4,The Importance of Being Earnest
3.9,Perfect
7.1,1776
7.6,Fox and His Friends
5.6,The Legend of Boggy Creek
8.0,Z
4.5,Halloween: Resurrection
6.6,Sex and Lucia
5.4,Eight Legged Freaks
6.1,K-19: The Widowmaker
5.4,Stuart Little 2
5.9,Austin Powers in Goldmember
4.3,The Country Bears
7.3,The Kid Stays in the Picture
6.4,Happy Times
5.5,Tadpole
5.5,Who Is Cletis Tout?
6.6,Harry and Walter Go To New York
7.2,The Merchant of Four Seasons
7.5,Nosferatu the Vampyre
6.1,The Big Bus
6.1,The Eddy Duchin Story
7.1,Fathom
6.1,In Like Flint
7.8,La Terra Trema
5.3,Modesty Blaise
7.0,Ossessione
6.3,Our Man Flint
8.1,Red Beard
6.6,Robin and Marian
7.0,Top Secret!
3.7,The Master of Disguise
6.4,Signs
6.5,The Last Kiss
5.3,Spy Kids 2: The Island of Lost Dreams
6.1,The Good Girl
6.1,Blood Work
5.8,xXx
6.8,24 Hour Party People
6.3,Biggie and Tupac
4.5,The Château
2.5,Trois 2: Pandora's Box
5.7,Secret Ballot
5.0,Martin Lawrence Live: Runteldat
6.6,Lan Yu
7.0,Songs from the Second Floor
